geom,Plan_ID,File_Name,Allocation_Area,Planning_Area,Location_Description,Coordinates
POINT (1343050.1741283536 595323.7388871908),18225,VILLAGES AT TURF VALLEY,Ellicott City,Ellicott City,E SIDE OF MARRIOTTSVILLE RD S OF I-70,"(39.3014,-76.8915)"
POINT (1344531.9283906296 550315.2982794624),20269,Holiday Hills,Southeast,Southeast,NW QUADRANT HUNTING LN & NEWBERRY DR,"(39.1776,-76.8863)"
POINT (1374441.0729063489 560910.7174551915),11742,FOX HUNT ESTATES,Elkridge,Elkridge,E SIDE MEADOWRIDGE RD N OF WESLEY LANE,"(39.2067,-76.7808)"
POINT (1365843.611809153 598008.643313881),21156,Hollifield Hills,Ellicott City,Ellicott City,TERMINUS OF MILLERS WAY DR,"(39.3087,-76.8111)"
POINT (1367135.8723176531 581052.4299446717),20891,The Walter Davis Property,Ellicott City,Ellicott City,INTERSECTION OF OLD COLUMBIA PIKE & HUNT AVE,"(39.2621,-76.8065)"
POINT (1378184.299354352 566985.143759191),21048,Ilchester Oaks II,Ellicott City,Elkridge,TERMINUS OF TALBOTS LANDING DR,"(39.2234,-76.7676)"
POINT (1363003.37355835 581569.7307651918),20681,MOSNER PROPERTY,Ellicott City,Ellicott City,TERMINUS OF VIEW TOP RD,"(39.2635,-76.8211)"
POINT (1357652.1893222108 592448.914089242),21035,Randall Property,Ellicott City,Ellicott City,ST JOHNS LN 250' W OF COUNTRY LN,"(39.2935,-76.84)"
POINT (1369571.4068004526 564353.9651312418),20849,Shipley's Grant Phase V and VI,Elkridge,Elkridge,MD RT 108 AT SNOWDEN RIVER PKY,"(39.2162,-76.798)"
POINT (1391664.5255827717 564094.0019408707),20684,CYPRESS SPRINGS - PHASE 2,Elkridge,Elkridge,S SIDE LAWYERS HILL RD,"(39.2155,-76.72)"
POINT (1390636.87558835 560664.5257281903),20986,BAKER PROPERTY,Elkridge,Elkridge,S SIDE OLD WASHINGTON RD W OF HANOVER RD,"(39.206,-76.7236)"
POINT (1343743.9520163536 570869.3000901919),20655,Cedar Village,Columbia,Columbia,S SIDE CLARKSVILLE PIKE 500' E OF CEDAR LN,"(39.2341,-76.8891)"
POINT (1378291.8944422528 566525.7470874023),20996,TALBOT'S LAST SHIFT,Elkridge,Elkridge,TERMINUS OF TALBOTS LANDING ROAD,"(39.2222,-76.7672)"
POINT (1392512.8589328714 561457.9685720708),20935,PECORARO PROPERTY (AUGUSTINE VALLEY),Elkridge,Elkridge,SE SIDE OLD WASHINGTON RD,"(39.2082,-76.717)"
POINT (1364963.69286035 541300.4736291897),20614,Nordau Subdivision,Southeast,Southeast,SW QUADRANT ROSE LN & JONES RD,"(39.1528,-76.8142)"
POINT (1347444.8404420093 532888.5277892705),20983,"Watkins' Choice, Phases I & II",Southeast,Southeast,N SIDE STANSFIELD RD E OF BILL LILLY CT,"(39.1297,-76.876)"
POINT (1371702.8778199106 579862.2038581818),20810,Autumn River - Phase II,Ellicott City,Ellicott City,EAST SIDE OF COLLEGE AVE N OF VILLAGE CREST DR,"(39.2588,-76.7904)"
POINT (1338909.8306909725 541461.2000981718),20970,MAPLE LAWN FARMS,Southeast,Southeast,WEST SIDE OF MAPLE LAWN BLVD,"(39.1532,-76.9061)"
POINT (1356179.0109254904 596641.0900902618),20902,McKenzie's Discovery,Ellicott City,Ellicott City,W SIDE MCKENZIE RD N OF HANNON CT,"(39.305,-76.8452)"
POINT (1367915.7914593518 569076.6352110598),20836,"Horseshoe Heights, Lots 1 thru 4",Ellicott City,Ellicott City,HORSESHOE RD OPPOSITE TIYANA CT,"(39.2292,-76.8038)"
POINT (1349732.9046127126 548722.8741869722),20483,Kings Cove,Columbia,Columbia,N SIDE GUILFORD RD OPPOSITE KINDLER RD,"(39.1732,-76.868)"
POINT (1360437.3929618709 591058.4144875221),20867,Cho Property,Ellicott City,Ellicott City,E SIDE ST. JOHN'S LN OPPOSITE RAMBLEWOOD RD,"(39.2896,-76.8302)"
POINT (1368767.1629217714 592844.4609184526),20742,KAHN PROPERTY,Ellicott City,Ellicott City,S SIDE OF CHURCH LANE RD W OF DEERFIELD DR,"(39.2945,-76.8008)"
POINT (1345524.6911064498 551137.9350256231),20503,2nd ADDITION TO HOLIDAY HILLS,Southeast,Southeast,N SIDE VISTA RD E OF NEWBERRY DR,"(39.1799,-76.8828)"
POINT (1334475.090768911 565176.1509501617),20733,CRISWOOD MANOR,Columbia,Columbia,"EAST OF TROTTER ROAD, ABOUT 600' SOUTH OF MD 108","(39.2185,-76.9218)"
POINT (1380150.286776349 562217.3154981919),18863,Marshalee Woods,Elkridge,Elkridge,W SIDE MARSHALEE DR,"(39.2103,-76.7606)"
POINT (1337644.9330317713 533829.7547630426),20744,WHITTINGHAM PROPERTY (11497 Harding Road),Southeast,Southeast,S SIDE HARDING RD OPPOSITE OLD COLUMBIA RD,"(39.1323,-76.9106)"
POINT (1373919.4868358336 548718.339459002),20712,HOWARD SQUARE PHASE 3 & 4,Elkridge,Elkridge,"E OF PORT CAPITAL DR, NW OF US RT. 1","(39.1732,-76.7826)"
POINT (1373685.3594711125 549410.9709726628),20667,Howard Square,Elkridge,Elkridge,W OF PORT CAPITAL DR N OF US RT 1,"(39.1751,-76.7834)"
POINT (1338946.3163794093 540677.5831043106),20649,MAPLE LAWN FARMS,Southeast,Southeast,"N SIDE OF RT 216, W SIDE OF MAPLE LAWN BLVD","(39.1511,-76.906)"
POINT (1365591.2387661524 587495.0056115426),20595,"ELLICOTT MILLS OVERLOOK, PART 1",Ellicott City,Ellicott City,TERMINUS OF ELLICOTT CENTER DR,"(39.2798,-76.812)"
POINT (1342802.4772843495 553374.4141311906),20774,Simpson Mill,"Columbia,MIHU",Columbia,E SIDE OF CEDAR LN S OF HARRIET TUBMAN LN,"(39.186,-76.8924)"
POINT (1338313.8675498143 543802.8252538815),20672,MAPLE LAWN FARMS,Southeast,Southeast,WEST SIDE OF MULBERRY ST,"(39.1597,-76.9082)"
POINT (1367134.3532614894 591484.1770783216),20729,"Butterfly Hill, Lot 3 - 8523 High Ridge Road",Ellicott City,Ellicott City,HIGH RIDGE RD EAST OF ROGERS AVE,"(39.2908,-76.8066)"
POINT (1356647.9940083511 593648.7623811923),20663,MT. HEBRON MEADOW   (DAMPMAN PROPERTY),Ellicott City,Ellicott City,NE SIDE OLD ST JOHNS LN N OF I-70 AND S OF OLD FREDERICK RD,"(39.2968,-76.8436)"
POINT (1338319.949442573 543427.6974283196),20680,MAPLE LAWN FARMS,Southeast,Southeast,WEST OF MAPLE LAWN BLVD,"(39.1587,-76.9082)"
POINT (1367874.7429343127 568658.0510910004),20714,Price Property,Ellicott City,Ellicott City,HORSESHOE RD BETWEEN TIYANA CT & SUNSET DR,"(39.228,-76.8039)"
POINT (1381958.879008133 567430.9762486815),20628,Grovemont Overlook,Elkridge,Elkridge,LANDING RD800' SOUTH OF WOOLTON CT,"(39.2247,-76.7542)"
POINT (1338341.2332331687 543501.8167751413),20691,MAPLE LAWN FARMS,Southeast,Southeast,WEST SIDE OF US29 BETWEEN JOHNS HOPKINS ROAD & MD 216,"(39.1589,-76.9081)"
POINT (1345518.9237943515 535395.5086911917),18504,Rocky Gorge Overlook,Southeast,Southeast,SOUTH SIDE OF SCAGGSVILLE RD 250' EAST OF PINEWAY DR,"(39.1366,-76.8828)"
POINT (1376954.0225721113 568567.3856236804),20618,Talbot Woods,Elkridge,Elkridge,TALBOT'S LANDING AT SERENA DYLAN WAY,"(39.2278,-76.7719)"
POINT (1359160.3343512118 594108.0535941906),20665,MOUNT HEBRON OVERLOOK,Ellicott City,Ellicott City,NORTH OF I-70 .113 MILES NE OF SULAND CIRCLE,"(39.298,-76.8347)"
POINT (1386548.6873571537 556829.1349962931),20535,Harwood Park,Elkridge,Elkridge,CORNER OF EUCLID AVE & HIGHLAND AVE,"(39.1955,-76.738)"
POINT (1392905.098504994 564505.1021233518),20626,CLAREMONT OVERLOOK PH 3,Elkridge,Elkridge,S SIDE LAWYERS HILL RD 800' S OF OLD LAWYERS HILL RD,"(39.2166,-76.7156)"
POINT (1375018.671338711 578054.0983575918),20340,WAHL PROPERTY  (4361 College Avenue),Ellicott City,Ellicott City,COLLEGE AVE S OF HIGH CASTLE RD,"(39.2539,-76.7787)"
POINT (1376236.4385801107 550765.938235173),19455,Dorset Gardens,"Elkridge,MIHU,Route 1",Elkridge,E SIDE BLUE STREAM DR,"(39.1788,-76.7744)"
POINT (1375719.5315426514 550197.3444411028),19354,Grosvenor House,Elkridge,Elkridge,W SIDE BLUE STREAM DR AT US RT 1,"(39.1773,-76.7763)"
POINT (1391962.5071533509 564039.5924782511),19326,CYPRESS SPRINGS - PHASE 1,Elkridge,Elkridge,S SIDE LAWYERS HILL RD S OF OLD LAWYERS HILL RD,"(39.2153,-76.7189)"
POINT (1386554.7692499124 556806.4540834222),20489,Harwood Park,Elkridge,Elkridge,NE SIDE OF EUCLID AVE S OF HIGHLAND AVE,"(39.1954,-76.738)"
POINT (1371620.7807698324 579717.1980219316),20433,Autumn River Phase II,Ellicott City,Ellicott City,NE SIDE OF COLLEGE AVE 3000' S OF NEW CUT RD,"(39.2584,-76.7907)"
POINT (1391567.2266348489 557672.7253130712),20539,Slusher Property,Elkridge,Elkridge,E SIDE HANOVER RD N OF PATUXENT QUARTER RD,"(39.1978,-76.7203)"
POINT (1392880.7737680115 564695.5352425221),20590,"CLAREMONT OVERLOOK, PHASE 3",Elkridge,Elkridge,S SIDE LAWYERS HILL RD 800' S OF OLD LAWYERS HILL RD,"(39.2171,-76.7157)"
POINT (1364516.3818343133 543610.7229766231),20451,R. W. Dorsey Property,Southeast,Southeast,N SIDE OF MISSION RD 400' SW OF REDONDO WAY,"(39.1592,-76.8158)"
POINT (1359412.7073942125 583135.1974090505),20287,Koerber Property,Ellicott City,Ellicott City,W SIDE CHATHAM RD 850' N OF WAYCROSS RD,"(39.2678,-76.8338)"
POINT (1345666.079525791 551077.4489547908),19406,2nd Addition to Holiday Hills Subdivision Lot 107,Southeast,Southeast,VISTA RD EAST OF NEWBERRY DR,"(39.1797,-76.8823)"
POINT (1338446.1359640732 543781.6498561502),20421,MAPLE LAWN FARMS,Southeast,Southeast,W SIDE MULBERRY ST,"(39.1596,-76.9078)"
POINT (1357177.85270001 593788.0079856012),19430,Hebron Manor,Ellicott City,Ellicott City,SW QUADRANT ST. JOHN'S LN & OLD FREDERICK RD,"(39.2971,-76.8417)"
POINT (1375895.8894283324 573064.1557023022),19699,O'KANE PROPERTY,Elkridge,Elkridge,TERMINUS OF WHARFF LN,"(39.2401,-76.7756)"
POINT (1381703.465018753 567594.1864539925),20226,Grovemont Overlook - Lot 1,Elkridge,Elkridge,N SIDE FOREST KELLY CT E OF LANDING RD,"(39.2251,-76.7551)"
POINT (1338470.460701052 543686.3551116027),19576,MAPLE LAWN FARMS,Southeast,Southeast,INTERSECTION OF MULBERRY ST & ELMWOOD ST,"(39.1594,-76.9077)"
POINT (1334844.524660211 555595.4417057708),20331,TROTTERS RUN,Columbia,Columbia,S SIDE SWIMMER ROW WAY,"(39.1921,-76.9205)"
POINT (1338452.2178568318 543668.2052901909),19654,MAPLE LAWN FARM MIDTOWN DISTRICT,Southeast,Southeast,WEST SIDE OF MULBERRY ST,"(39.1593,-76.9078)"
POINT (1340539.5994048715 541019.4732284732),19289,MAPLE LAWN FARMS,Southeast,Southeast,SOUTH SIDE OF MORRIS ST,"(39.152,-76.9004)"
POINT (1373603.2624210306 548812.0995963309),19325,Howard Square,Elkridge,Elkridge,"E OF PORT CAPITAL DR, NW OF US RT. 1","(39.1735,-76.7837)"
POINT (1359613.3871828131 547364.775889352),20223,Kelly Property Parcel 261,Columbia,Columbia,S SIDE CARTERSVILLE RD E OF COLEMAN THOMAS RD,"(39.1695,-76.8331)"
POINT (1340639.93929917 541337.1514690518),20263,MAPLE LAWN FARMS,,Southeast,E SIDE OF MAPLE LAWN BLVD AT TAWES ST,"(39.1529,-76.9)"
POINT (1345961.020149991 533810.0848804507),18999,MAZIE'S PLACE,Southeast,Southeast,E SIDE OLD BOND MILL RD 300' S OF STANSFIELD RD,"(39.1322,-76.8813)"
POINT (1360093.6441563517 528910.1567571927),19318,Beechcrest  Apartments,Southeast,Southeast,NW SIDE US RT 1 N OF WHISKEY BOTTOM RD,"(39.1187,-76.8314)"
POINT (1363228.1145163514 589432.2290361933),20145,ORCHARD MEADOWS,Ellicott City,Ellicott City,NORTH RIDGE RD N OF CARLS CT,"(39.2852,-76.8203)"
POINT (1351450.8522694483 547859.3267033119),19287,MAHANES PROPERTY,Columbia,Columbia,N SIDE OF GUILFORD RD. 130 FT SE OF SASSAFRAS CT,"(39.1708,-76.8619)"
POINT (1366842.453583669 581076.5981901325),19593,The Walter Davis Property,Ellicott City,Ellicott City,INTERSECTION OF OLD COLUMBIA PIKE & HUNT AVE.___,"(39.2622,-76.8076)"
POINT (1365576.0368683115 592063.9276850726),19667,Rockland at Rogers,Ellicott City,Ellicott City,NORTH RIDGE ROAD 340 FT SOUTH ROGERS AVE__,"(39.2924,-76.8121)"
POINT (1335777.993172709 562549.2961326018),19583,Nickle Property,Columbia,Columbia,E SIDE TROTTER RD N OF SOUTHWIND CIR,"(39.2112,-76.9172)"
POINT (1386135.1639944315 555169.0790908206),19090,HARWOOD PARK (Property of 6422 Harthorn LLC),Elkridge,Elkridge,HAWTHORNE RD NORTH OF ATHOL AVE.,"(39.1909,-76.7395)"
POINT (1341713.2771748528 541261.5156975612),19481,MAPLE LAWN FARMS,Southeast,Southeast,MORRIS ST & GUNSTON ST,"(39.1527,-76.8963)"
POINT (1386693.1167228706 557299.3102837224),19087,Harwood Park,Elkridge,Elkridge,LOUDON AVE 200' NW OF HIGHLAND AVE,"(39.1968,-76.7375)"
POINT (1351616.5654257722 556045.9871122204),19393,Allview Estates Lots 44 & 45,Columbia,Columbia,NE SIDE ALLVIEW DR OPPOSITE BEECHWOOD DR,"(39.1933,-76.8613)"
POINT (1343121.0823095515 537506.568203371),19383,Cherrytree View,Southeast,Southeast,S SIDE SCAGGSVILLE RD OPPOSITE CREST RD,"(39.1424,-76.8913)"
POINT (1367704.4669413902 584405.3103472199),19415,HILLTOP REDEVELOPMENT,Ellicott City,Ellicott City,W SIDE ELLICOTT MILLS DR AT MOUNT IDA DR,"(39.2713,-76.8045)"
POINT (1378595.9550715312 572604.8426702414),19243,"Cascade Overlook, Section III, Lots 1-14",Elkridge,Elkridge,E SIDE ILCHESTER RD N OF LANDING RD,"(39.2389,-76.7661)"
POINT (1344013.5051310733 558749.0995444804),19321,"Cedar Acres, Lot 22",Columbia,Columbia,S SIDE HILLTOP LN OPPOSITE GREEN VIEW WAY,"(39.2008,-76.8881)"
POINT (1371463.6094703525 578106.6822921913),18766,"Taylor Way, Village Crest, Part of Parcel C-1",Senior East,Ellicott City,W SIDE VILLAGE CREST DR,"(39.254,-76.7913)"
POINT (1360093.6441563517 528910.1567571927),19320,Beechcrest  Apartments,Southeast,Southeast,NW SIDE US RT 1 N OF WHISKEY BOTTOM RD,"(39.1187,-76.8314)"
POINT (1377350.2354963496 574869.8247411922),19302,LOCUST CHAPEL - SECTION 1,Green Neighborhood,Elkridge,NW QUADRANT BEECHWOOD RD & ILCHESTER RD,"(39.2451,-76.7705)"
POINT (1369887.6312152483 545778.2174874917),19215,Gabriel's Courtyard,Southeast,Southeast,NE SIDE MISSION RD S OF PLEASANT CHASE RD,"(39.1651,-76.7968)"
POINT (1369960.6054261923 545847.7948333211),19128,Gabriel's Courtyard,Southeast,Southeast,NE SIDE MISSION RD S OF PLEASANT CHASE RD,"(39.1653,-76.7966)"
POINT (1335616.842852991 562435.9315698612),19137,Trotter Crest,Columbia,Columbia,E SIDE TROTTER RD 500' N OF SOUTH WIND CIR,"(39.2109,-76.9178)"
POINT (1343896.4414487109 537182.7878990117),19231,Hidgon Heights,Southeast,Southeast,S SIDE SCAGGSVILLE RD W OF WILLOWWISP CT,"(39.1415,-76.8885)"
POINT (1371593.4150864705 565618.9687728602),19188,Bonnie Orchard,Elkridge,Elkridge,WEST SIDE OF MONTGOMERY RD 350' S OF KERGER RD,"(39.2197,-76.7908)"
POINT (1352624.4790263511 586965.5843031909),18825,FOREST GREEN,Ellicott City,Ellicott City,SOUTH OF BALTIMORE NATIONAL PIKE,"(39.2784,-76.8577)"
POINT (1338018.92975967 568963.299740402),19107,Village of Harpers Choice - Lot 5,Columbia,Columbia,W SIDE MANORSTONE LN 700' S OF CLARKSVILLE PIKE,"(39.2289,-76.9093)"
POINT (1374835.2906523496 549279.3402201924),18834,HOWARD SQUARE,Elkridge,Elkridge,E OF OLD WATERLOO RD N OF US RT 1,"(39.1747,-76.7794)"
POINT (1365561.396114353 540253.522400191),12440,NORDAU SUBDIVISION,Southeast,Southeast,W SIDE OF JONES RD 300' NW OF PINE RD,"(39.1499,-76.8121)"
POINT (1378960.828960292 563979.1354994997),19026,MARBUCK ESTATES,Elkridge,Elkridge,N SIDE MONTGOMERY RD OPPOSITE BELLANCA DR,"(39.2152,-76.7648)"
POINT (1346002.6978363544 550840.8576141931),19125,HOLIDAY HILLS LOTS 103 & 104,Southeast,Southeast,S SIDE VISTA RD 1100' E OF NEWBERRY DR,"(39.179,-76.8811)"
POINT (1353059.3371927515 537350.7292038295),19132,The Groves at Emerson,Southeast,Southeast,N OF SKYLARK BLVD E OF WINTER SUN RD,"(39.1419,-76.8562)"
POINT (1345551.5154843517 533994.3613881934),19089,HICKORY PARK,Southeast,Southeast,S SIDE OF HARDING RD 300' W OF OLD BOND MILL RD,"(39.1327,-76.8827)"
POINT (1359167.7567543536 534482.0173791908),18561,RIVERWALK,Southeast,Southeast,N SIDE GORMAN RD W OF HORSHAM DR,"(39.1341,-76.8347)"
POINT (1380566.2757712714 562939.2609189618),19173,Hawk's Watch,Elkridge,Elkridge,N SIDE MONTGOMERY RD 1000' E OF PARKVIEW CT,"(39.2123,-76.7592)"
POINT (1391196.2708533294 558532.919934513),19038,PROPERTY OF HENRY W. FLOREY,Elkridge,Elkridge,NE QUADRANT HANOVER RD & FLOREY RD,"(39.2002,-76.7216)"
POINT (1334896.2150805518 562265.1319681797),18884,Trotter Landing,Columbia,Columbia,W SIDE TROTTER RD 200' N OF SOUTH WIND CIR,"(39.2105,-76.9203)"
POINT (1347159.022656951 560148.9195213318),19069,Newman Property,Columbia,Columbia,E SIDE JERRYS DR 750' N OF TIMOTHY CT,"(39.2046,-76.877)"
POINT (1387003.2620789707 555488.095567083),18995,HARWOOD PARK,Elkridge,Elkridge,SW SIDE OF ATHOL AVE & BEECHFIELD AVE,"(39.1918,-76.7364)"
POINT (1370666.0284667313 546590.4138134401),18492,PLEASANT CHASE PHASE IV,Southeast,Southeast,N SIDE HICKS RD,"(39.1673,-76.7941)"
POINT (1369599.9316143505 563294.4497601911),18574,Shipley's Grant Parcel E-4,Elkridge,Elkridge,EAST SIDE OF LOGANS WAY,"(39.2133,-76.7979)"
POINT (1376823.2760480717 568431.380149683),18925,Tabots Woods II,Elkridge,Elkridge,TALBOT'S LANDING AT SERENA DYLAN WAY,"(39.2274,-76.7724)"
POINT (1383141.676783193 561601.5670789517),18901,Deer Ridge Point,Ellicott City,Elkridge,W SIDE OF DEER RIDGE LN,"(39.2086,-76.7501)"
POINT (1341451.7841267735 541322.0235874504),18872,Maple Lawn Farms,Southeast,Southeast,E SIDE OF MAPLE LAWN BLVD,"(39.1529,-76.8972)"
POINT (1353667.413106352 586717.2106701918),18521,Debra Court,Ellicott City,Ellicott City,NORTH SIDE OF FREDERICK ROAD ABOUT 225' WEST OF JAY DRIVE,"(39.2777,-76.8541)"
POINT (1391951.5960223489 563217.7193991914),12800,"ALBRIGHT PROPERTY, LOT 7",Elkridge,Elkridge,NE SIDE AUGUSTINE AVE AT WASHINGTON BLVD,"(39.2131,-76.719)"
POINT (1334767.9171843529 563900.6559771914),18499,Trotter Crossing II,Columbia,Columbia,W SIDE TROTTER RD N OF TROTTER CROSSING LN,"(39.2149,-76.9208)"
POINT (1364513.3607263528 540584.0811591912),18388,THE GLENS AT GUILFORD,Southeast,Southeast,N SIDE MARY LN 300' E OF GUILFORD RD,"(39.1508,-76.8158)"
POINT (1345295.1237442717 548246.4913769718),18841,RIVERSIDE OVERLOOK,Southeast,Southeast,"SOUTH OF LONGVIEW ROAD, WEST OF ROUTE 29","(39.1719,-76.8836)"
POINT (1387428.9463931508 555872.1219326127),18864,HARWOOD PARK,Elkridge,Elkridge,CORNER OF ATHOL AVE & LOUDON AVE,"(39.1929,-76.7349)"
POINT (1367771.3620936312 571855.4234164208),18818,4869 Avoca Avenue,Ellicott City,Ellicott City,SE SIDE OF AVOCA AVE S OF KNOLL GLEN RD,"(39.2368,-76.8043)"
POINT (1382456.3613983504 549935.3666241914),12870,LENNOX PARK,Elkridge,Elkridge,TERMINUS OF LENNOX AVE,"(39.1765,-76.7525)"
POINT (1391811.3100523502 562074.4006551914),18487,SOUTH POINT PH 1 & 2,Elkridge,Elkridge,N SIDE OF OLD WASHINGTON RD 1100' N OF BONNIE VIEW LN______________________,"(39.2099,-76.7195)"
POINT (1360802.2668506317 534438.0556098018),18780,Garber Property,Southeast,Southeast,N SIDE OF GORMAN RD 1050 FT W OF FOUNDRY ST,"(39.1339,-76.8289)"
POINT (1388058.3542763703 556103.440333711),18725,EAGLE VALLEY,Elkridge,Elkridge,NW QUADRANT LOUDON AVE & SMITH AVE,"(39.1935,-76.7327)"
POINT (1338865.6845383495 601166.1558531914),18318,Waverly Overlook,Ellicott City,Ellicott City,S SIDE OLD FREDERICK RD 1700' W OF MARRIOTTSVILLE RD,"(39.3174,-76.9063)"
POINT (1353459.180547852 537303.8254978508),18809,The Grove at Emerson,Southeast,Southeast,N OF SKYLARK BLVD E OF WINTER SUN RD,"(39.1418,-76.8548)"
POINT (1367667.9812529534 581346.9581625927),18813,Firman Property lot 2,Ellicott City,Ellicott City,SOUTH SIDE OF WOODROW ST,"(39.2629,-76.8047)"
POINT (1377174.2403703518 568684.8485331908),18821,Talbots Woods II,Elkridge,Elkridge,TERMINUS OF SERENA DYLAN WAY,"(39.2281,-76.7711)"
POINT (1341270.9512603506 541508.4820011929),18275,"Maple Lawn Farms, Hiilisde - 4  (40 SFA Lots)",Southeast,Southeast,INTERSECTION TAWES ST AND TRAPPE ST,"(39.1534,-76.8978)"
POINT (1356907.0270923488 527137.3581321929),18787,North Laurel Park,Southeast,Southeast,MARYLAND AVE & N LAUREL RD,"(39.1139,-76.8426)"
POINT (1373381.7012783512 570552.1964181922),18535,BONNIE BRANCH WOODS,Ellicott City,Ellicott City,BONNIE BRANCH 420' NE HURST ROAD,"(39.2332,-76.7845)"
POINT (1345488.5993523486 589440.9566601906),18713,Stonefield II (Robbins Property),Ellicott City,Rural West,W SIDE CORNELL LN BETWEEN FREDERICK RD & US RT 40,"(39.2852,-76.8829)"
POINT (1390524.295388911 558430.1230698302),18682,"EAST POINT, PHASE 2",Elkridge,Elkridge,W SIDE OF HANOVER RD 50' S OF FLOREY RD__,"(39.1999,-76.724)"
POINT (1357323.3505063504 534196.1876931917),13097,KIRK & MARGO GUILLORY PROPERTY,Southeast,Southeast,S SIDE GORMAN RD 250' W OF FALLING WATERS CT,"(39.1333,-76.8412)"
POINT (1377979.3968163505 563242.8113181926),18613,GUTIERREZ RESIDENCE,Elkridge,Elkridge,"SOUTH OF MONTGOMERY RD., ABOUT 700' W. OF ITS INTERSECTION WITH BELLANCA DR","(39.2131,-76.7683)"
POINT (1359912.5477223545 596475.0579531901),18548,Mt. Hebron,Ellicott City,Ellicott City,N SIDE FURROW AVE S OF CALVIN CIR,"(39.3045,-76.832)"
POINT (1379052.6553383507 574092.3389031924),18540,Ilchester Heights,Elkridge,Elkridge,E SIDE OF ILCHESTER RD 300' SOUTH OF JEANS WAY,"(39.243,-76.7645)"
POINT (1377729.7161303535 566326.5717981923),18434,"PROPERTY OF KASSIT, LLC - LOT 3D",Elkridge,Elkridge,TERMINUS OF TALBOTS LANDING,"(39.2216,-76.7692)"
POINT (1392914.326204352 564735.235022191),18589,CLAREMONT OVERLOOK,Elkridge,Elkridge,S SIDE LAWYERS HILL RD 800' S OF OLD LAWYERS HILL RD,"(39.2172,-76.7156)"
POINT (1371420.1010794826 557660.6318905074),18486,Woodcrest II,Elkridge,Elkridge,TERMINUS OF EMA CT,"(39.1978,-76.7914)"
POINT (1367637.0616583526 581395.5419361927),18510,PATAPSCO VIEW (FIRMAN PROPERTY),Ellicott City,Ellicott City,SOUTH SIDE OF WOODROW ST,"(39.2631,-76.8048)"
POINT (1360888.314580351 539952.0557211917),18423,Alfio Nicotra Property,Southeast,Southeast,W SIDE OF SAVAGE GUILFORD N. OF VOLLMERHAUSEN,"(39.1491,-76.8286)"
POINT (1390616.186950352 558185.516861191),18337,EAST POINT,Elkridge,Elkridge,W SIDE OF HANOVER RD 50' S OF FLOREY RD,"(39.1992,-76.7237)"
POINT (1368412.4604743533 563657.3734581918),18349,Shipleys Grant Phs III IV,Elkridge,Elkridge,MD RT 108 AT SNOWDEN RIVER PKY,"(39.2143,-76.802)"
POINT (1391234.86224835 560984.5386081915),18579,COLVIN PROPERTIES LLC,Elkridge,Elkridge,S SIDE OLD WASHINGTON RD OPPOSITE BONNIE VIEW LN,"(39.2069,-76.7215)"
POINT (1391210.7727383524 561001.6302051917),18452,COLVIN PROPERTY,Elkridge,Elkridge,S SIDE OLD WASHINGTON RD OPPOSITE BONNIE VIEW LN,"(39.207,-76.7216)"
POINT (1364205.2984043546 542775.0784341898),18374,NORDAU SUBDIVISION,Southeast,Southeast,S SIDE OF MISSION RD 1000' E OF GUILFORD RD,"(39.1569,-76.8169)"
POINT (1344666.1551403515 550101.1914801914),18274,Keehn Estates,Southeast,Southeast,NW QUADRANT NEWBERRY DR & JUDY LN,"(39.177,-76.8858)"
POINT (1355104.8483383544 576760.8099411912),18051,Centennial Meadows,Ellicott City,Ellicott City,NE SIDE OLD ANNAPOLIS RD 500' N OF BRIARCLIFFE LN,"(39.2503,-76.849)"
POINT (1365593.9878043495 594397.5197901912),18404,OAK GLEN,Ellicott City,Ellicott City,N SIDE ROGERS AVE E OF OLD FREDERICK RD,"(39.2988,-76.812)"
POINT (1340192.874836348 541505.9364441913),18234,"MAPLE LAWN FARMS HILLSIDE -AREA 4, 60 SFA LOTS",Southeast,Southeast,INTERSECTION OF MAPLE LAWN BLVD & TAWES ST,"(39.1534,-76.9016)"
POINT (1352909.8688683547 527577.3758421913),18215,PRESERVE AT MAPLE HILL,Southeast,Southeast,W SIDE ALL SAINTS RD OPPOSITE HARVEST WAY,"(39.1151,-76.8567)"
POINT (1353614.1327783503 535568.242916191),18107,The Enclave at Emerson Apartments,Southeast,Southeast,"E & W OF I-95,N OF RT 216 & S OF GORMAN RD","(39.137,-76.8543)"
POINT (1389598.7594103478 560521.9745361917),17918,CARLTON PROPERTY,Elkridge,Elkridge,N SIDE OLD WASHINGTON RD 200' S OF MONTGOMERY RD,"(39.2057,-76.7273)"
POINT (1370012.570750352 558649.1718861908),18295,Gastinger Property,Columbia,Columbia,TERMINUS OF GOLDEN BELL WAY,"(39.2005,-76.7964)"
POINT (1345208.3108183518 548385.8497131933),18043,RIVERSIDE OVERLOOK,Southeast,Southeast,TERMINUS OF LONGVIEW RD,"(39.1723,-76.8839)"
POINT (1361601.36407635 573703.5959841907),18293,"Columbia Hills, Section 10",Ellicott City,Ellicott City,S SIDE SYBERT DR OPPOSITE MEADOWBROOK LN,"(39.2419,-76.8261)"
POINT (1377480.602256354 568266.6498831902),18084,Baney Property,Elkridge,Elkridge,E SIDE SERENA DYLAN WAY,"(39.227,-76.77)"
